2023-08-01 12:41:41,190 INFO    StreamThr :7352 [internal.py:wandb_internal():86] W&B internal server running at pid: 7352, started at: 2023-08-01 12:41:41.189067
2023-08-01 12:41:41,190 DEBUG   HandlerThread:7352 [handler.py:handle_request():144] handle_request: status
2023-08-01 12:41:41,195 INFO    WriterThread:7352 [datastore.py:open_for_write():85] open: C:\Users\jeroe\OneDrive - TU Eindhoven\Documents\Github\LearningResourceAllocation_Interval\LearningResourceAllocation\wandb\run-20230801_124141-kn0tycwk\run-kn0tycwk.wandb
2023-08-01 12:41:41,196 DEBUG   SenderThread:7352 [sender.py:send():379] send: header
2023-08-01 12:41:41,225 DEBUG   SenderThread:7352 [sender.py:send():379] send: run
2023-08-01 12:41:41,849 INFO    SenderThread:7352 [dir_watcher.py:__init__():211] watching files in: C:\Users\jeroe\OneDrive - TU Eindhoven\Documents\Github\LearningResourceAllocation_Interval\LearningResourceAllocation\wandb\run-20230801_124141-kn0tycwk\files
2023-08-01 12:41:41,849 INFO    SenderThread:7352 [sender.py:_start_run_threads():1122] run started: kn0tycwk with start time 1690886501.190065
2023-08-01 12:41:41,849 DEBUG   SenderThread:7352 [sender.py:send_request():406] send_request: summary_record
2023-08-01 12:41:41,849 INFO    SenderThread:7352 [sender.py:_save_file():1376] saving file wandb-summary.json with policy end
2023-08-01 12:41:41,856 DEBUG   HandlerThread:7352 [handler.py:handle_request():144] handle_request: check_version
2023-08-01 12:41:41,857 DEBUG   SenderThread:7352 [sender.py:send_request():406] send_request: check_version
2023-08-01 12:41:42,216 DEBUG   HandlerThread:7352 [handler.py:handle_request():144] handle_request: run_start
2023-08-01 12:41:42,239 DEBUG   HandlerThread:7352 [system_info.py:__init__():31] System info init
2023-08-01 12:41:42,239 DEBUG   HandlerThread:7352 [system_info.py:__init__():46] System info init done
2023-08-01 12:41:42,239 INFO    HandlerThread:7352 [system_monitor.py:start():181] Starting system monitor
2023-08-01 12:41:42,239 INFO    SystemMonitor:7352 [system_monitor.py:_start():145] Starting system asset monitoring threads
2023-08-01 12:41:42,239 INFO    HandlerThread:7352 [system_monitor.py:probe():201] Collecting system info
2023-08-01 12:41:42,245 INFO    SystemMonitor:7352 [interfaces.py:start():190] Started cpu monitoring
2023-08-01 12:41:42,246 INFO    SystemMonitor:7352 [interfaces.py:start():190] Started disk monitoring
2023-08-01 12:41:42,246 INFO    SystemMonitor:7352 [interfaces.py:start():190] Started gpu monitoring
2023-08-01 12:41:42,253 INFO    SystemMonitor:7352 [interfaces.py:start():190] Started memory monitoring
2023-08-01 12:41:42,259 INFO    SystemMonitor:7352 [interfaces.py:start():190] Started network monitoring
2023-08-01 12:41:42,270 DEBUG   HandlerThread:7352 [system_info.py:probe():195] Probing system
2023-08-01 12:41:42,270 DEBUG   HandlerThread:7352 [system_info.py:_probe_git():180] Probing git
2023-08-01 12:41:42,326 DEBUG   HandlerThread:7352 [system_info.py:_probe_git():188] Probing git done
2023-08-01 12:41:42,326 DEBUG   HandlerThread:7352 [system_info.py:probe():240] Probing system done
2023-08-01 12:41:42,326 DEBUG   HandlerThread:7352 [system_monitor.py:probe():210] {'os': 'Windows-10-10.0.22621-SP0', 'python': '3.11.4', 'heartbeatAt': '2023-08-01T10:41:42.270003', 'startedAt': '2023-08-01T10:41:41.182066', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': 'c:\\Users\\jeroe\\OneDrive - TU Eindhoven\\Documents\\Github\\LearningResourceAllocation_Interval\\LearningResourceAllocation\\scenarios\\train_DRL.py', 'codePath': 'scenarios\\train_DRL.py', 'git': {'remote': 'https://github.com/jeroenmiddelhuis/LearningResourceAllocation.git', 'commit': '4f5c91f3e7728ddacccfad44a4cef03b7e329c32'}, 'email': 'jeroen.middelhuis@live.nl', 'root': 'C:/Users/jeroe/OneDrive - TU Eindhoven/Documents/Github/LearningResourceAllocation_Interval/LearningResourceAllocation', 'host': 'Jeroen', 'username': 'jeroe', 'executable': 'C:\\Users\\jeroe\\anaconda3\\envs\\drl_env\\python.exe', 'cpu_count': 8, 'cpu_count_logical': 16, 'cpu_freq': {'current': 4201.0, 'min': 0.0, 'max': 4201.0}, 'cpu_freq_per_core': [{'current': 4201.0, 'min': 0.0, 'max': 4201.0}], 'disk': {'total': 1862.2353477478027, 'used': 607.290210723877}, 'gpu': 'NVIDIA GeForce RTX 4070', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 4070', 'memory_total': 12878610432}], 'memory': {'total': 31.15692901611328}}
2023-08-01 12:41:42,326 INFO    HandlerThread:7352 [system_monitor.py:probe():211] Finished collecting system info
2023-08-01 12:41:42,326 INFO    HandlerThread:7352 [system_monitor.py:probe():214] Publishing system info
2023-08-01 12:41:42,326 DEBUG   HandlerThread:7352 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2023-08-01 12:41:42,326 DEBUG   HandlerThread:7352 [system_info.py:_save_pip():67] Saving pip packages done
2023-08-01 12:41:42,327 DEBUG   HandlerThread:7352 [system_info.py:_save_conda():74] Saving list of conda packages installed into the current environment
2023-08-01 12:41:42,863 INFO    Thread-16 :7352 [dir_watcher.py:_on_file_created():272] file/dir created: C:\Users\jeroe\OneDrive - TU Eindhoven\Documents\Github\LearningResourceAllocation_Interval\LearningResourceAllocation\wandb\run-20230801_124141-kn0tycwk\files\conda-environment.yaml
2023-08-01 12:41:42,863 INFO    Thread-16 :7352 [dir_watcher.py:_on_file_created():272] file/dir created: C:\Users\jeroe\OneDrive - TU Eindhoven\Documents\Github\LearningResourceAllocation_Interval\LearningResourceAllocation\wandb\run-20230801_124141-kn0tycwk\files\requirements.txt
2023-08-01 12:41:42,864 INFO    Thread-16 :7352 [dir_watcher.py:_on_file_created():272] file/dir created: C:\Users\jeroe\OneDrive - TU Eindhoven\Documents\Github\LearningResourceAllocation_Interval\LearningResourceAllocation\wandb\run-20230801_124141-kn0tycwk\files\wandb-summary.json
2023-08-01 12:41:46,432 DEBUG   HandlerThread:7352 [system_info.py:_save_conda():86] Saving conda packages done
2023-08-01 12:41:46,432 DEBUG   HandlerThread:7352 [system_info.py:_save_code():89] Saving code
2023-08-01 12:41:46,453 DEBUG   HandlerThread:7352 [system_info.py:_save_code():110] Saving code done
2023-08-01 12:41:46,453 DEBUG   HandlerThread:7352 [system_info.py:_save_patches():127] Saving git patches
2023-08-01 12:41:46,591 DEBUG   HandlerThread:7352 [system_info.py:_save_patches():169] Saving git patches done
2023-08-01 12:41:46,592 INFO    HandlerThread:7352 [system_monitor.py:probe():216] Finished publishing system info
2023-08-01 12:41:46,598 DEBUG   HandlerThread:7352 [handler.py:handle_request():144] handle_request: status_report
2023-08-01 12:41:46,598 DEBUG   SenderThread:7352 [sender.py:send():379] send: files
2023-08-01 12:41:46,598 INFO    SenderThread:7352 [sender.py:_save_file():1376] saving file wandb-metadata.json with policy now
2023-08-01 12:41:46,600 INFO    SenderThread:7352 [sender.py:_save_file():1376] saving file code\scenarios\train_DRL.py with policy now
2023-08-01 12:41:46,600 INFO    SenderThread:7352 [sender.py:_save_file():1376] saving file diff.patch with policy now
2023-08-01 12:41:46,604 DEBUG   HandlerThread:7352 [handler.py:handle_request():144] handle_request: stop_status
2023-08-01 12:41:46,604 DEBUG   SenderThread:7352 [sender.py:send_request():406] send_request: stop_status
2023-08-01 12:41:46,870 DEBUG   SenderThread:7352 [sender.py:send():379] send: telemetry
2023-08-01 12:41:46,870 DEBUG   SenderThread:7352 [sender.py:send():379] send: telemetry
2023-08-01 12:41:46,871 DEBUG   SenderThread:7352 [sender.py:send():379] send: exit
2023-08-01 12:41:46,871 INFO    SenderThread:7352 [sender.py:send_exit():584] handling exit code: 1
2023-08-01 12:41:46,871 INFO    SenderThread:7352 [sender.py:send_exit():586] handling runtime: 4
2023-08-01 12:41:46,872 INFO    SenderThread:7352 [sender.py:_save_file():1376] saving file wandb-summary.json with policy end
2023-08-01 12:41:46,872 INFO    SenderThread:7352 [sender.py:send_exit():592] send defer
2023-08-01 12:41:46,872 DEBUG   HandlerThread:7352 [handler.py:handle_request():144] handle_request: defer
2023-08-01 12:41:46,872 INFO    HandlerThread:7352 [handler.py:handle_request_defer():170] handle defer: 0
2023-08-01 12:41:46,872 DEBUG   SenderThread:7352 [sender.py:send_request():406] send_request: defer
2023-08-01 12:41:46,872 INFO    SenderThread:7352 [sender.py:send_request_defer():608] handle sender defer: 0
2023-08-01 12:41:46,872 INFO    SenderThread:7352 [sender.py:transition_state():612] send defer: 1
2023-08-01 12:41:46,872 DEBUG   HandlerThread:7352 [handler.py:handle_request():144] handle_request: defer
2023-08-01 12:41:46,872 INFO    HandlerThread:7352 [handler.py:handle_request_defer():170] handle defer: 1
2023-08-01 12:41:46,873 DEBUG   SenderThread:7352 [sender.py:send_request():406] send_request: defer
2023-08-01 12:41:46,873 INFO    SenderThread:7352 [sender.py:send_request_defer():608] handle sender defer: 1
2023-08-01 12:41:46,873 INFO    SenderThread:7352 [sender.py:transition_state():612] send defer: 2
2023-08-01 12:41:46,873 DEBUG   HandlerThread:7352 [handler.py:handle_request():144] handle_request: defer
2023-08-01 12:41:46,873 INFO    HandlerThread:7352 [handler.py:handle_request_defer():170] handle defer: 2
2023-08-01 12:41:46,873 INFO    HandlerThread:7352 [system_monitor.py:finish():190] Stopping system monitor
2023-08-01 12:41:46,873 DEBUG   SystemMonitor:7352 [system_monitor.py:_start():159] Starting system metrics aggregation loop
2023-08-01 12:41:46,881 DEBUG   SystemMonitor:7352 [system_monitor.py:_start():166] Finished system metrics aggregation loop
2023-08-01 12:41:46,881 INFO    HandlerThread:7352 [interfaces.py:finish():202] Joined cpu monitor
2023-08-01 12:41:46,881 DEBUG   SystemMonitor:7352 [system_monitor.py:_start():170] Publishing last batch of metrics
2023-08-01 12:41:46,881 INFO    HandlerThread:7352 [interfaces.py:finish():202] Joined disk monitor
2023-08-01 12:41:46,913 INFO    Thread-16 :7352 [dir_watcher.py:_on_file_modified():289] file/dir modified: C:\Users\jeroe\OneDrive - TU Eindhoven\Documents\Github\LearningResourceAllocation_Interval\LearningResourceAllocation\wandb\run-20230801_124141-kn0tycwk\files\conda-environment.yaml
2023-08-01 12:41:46,914 INFO    Thread-16 :7352 [dir_watcher.py:_on_file_modified():289] file/dir modified: C:\Users\jeroe\OneDrive - TU Eindhoven\Documents\Github\LearningResourceAllocation_Interval\LearningResourceAllocation\wandb\run-20230801_124141-kn0tycwk\files\wandb-summary.json
2023-08-01 12:41:46,914 INFO    Thread-16 :7352 [dir_watcher.py:_on_file_created():272] file/dir created: C:\Users\jeroe\OneDrive - TU Eindhoven\Documents\Github\LearningResourceAllocation_Interval\LearningResourceAllocation\wandb\run-20230801_124141-kn0tycwk\files\code\scenarios\train_DRL.py
2023-08-01 12:41:46,914 INFO    Thread-16 :7352 [dir_watcher.py:_on_file_created():272] file/dir created: C:\Users\jeroe\OneDrive - TU Eindhoven\Documents\Github\LearningResourceAllocation_Interval\LearningResourceAllocation\wandb\run-20230801_124141-kn0tycwk\files\output.log
2023-08-01 12:41:46,919 INFO    Thread-16 :7352 [dir_watcher.py:_on_file_created():272] file/dir created: C:\Users\jeroe\OneDrive - TU Eindhoven\Documents\Github\LearningResourceAllocation_Interval\LearningResourceAllocation\wandb\run-20230801_124141-kn0tycwk\files\diff.patch
2023-08-01 12:41:46,919 INFO    Thread-16 :7352 [dir_watcher.py:_on_file_created():272] file/dir created: C:\Users\jeroe\OneDrive - TU Eindhoven\Documents\Github\LearningResourceAllocation_Interval\LearningResourceAllocation\wandb\run-20230801_124141-kn0tycwk\files\wandb-metadata.json
2023-08-01 12:41:46,919 INFO    Thread-16 :7352 [dir_watcher.py:_on_file_created():272] file/dir created: C:\Users\jeroe\OneDrive - TU Eindhoven\Documents\Github\LearningResourceAllocation_Interval\LearningResourceAllocation\wandb\run-20230801_124141-kn0tycwk\files\code\scenarios
