2023-08-01 12:55:06,553 INFO    StreamThr :26296 [internal.py:wandb_internal():86] W&B internal server running at pid: 26296, started at: 2023-08-01 12:55:06.553385
2023-08-01 12:55:06,554 DEBUG   HandlerThread:26296 [handler.py:handle_request():144] handle_request: status
2023-08-01 12:55:06,558 INFO    WriterThread:26296 [datastore.py:open_for_write():85] open: C:\Users\jeroe\OneDrive - TU Eindhoven\Documents\Github\LearningResourceAllocation_Interval\LearningResourceAllocation\wandb\run-20230801_125506-oii3t9kq\run-oii3t9kq.wandb
2023-08-01 12:55:06,559 DEBUG   SenderThread:26296 [sender.py:send():379] send: header
2023-08-01 12:55:06,585 DEBUG   SenderThread:26296 [sender.py:send():379] send: run
2023-08-01 12:55:07,204 INFO    SenderThread:26296 [dir_watcher.py:__init__():211] watching files in: C:\Users\jeroe\OneDrive - TU Eindhoven\Documents\Github\LearningResourceAllocation_Interval\LearningResourceAllocation\wandb\run-20230801_125506-oii3t9kq\files
2023-08-01 12:55:07,204 INFO    SenderThread:26296 [sender.py:_start_run_threads():1122] run started: oii3t9kq with start time 1690887306.553385
2023-08-01 12:55:07,204 DEBUG   SenderThread:26296 [sender.py:send_request():406] send_request: summary_record
2023-08-01 12:55:07,205 INFO    SenderThread:26296 [sender.py:_save_file():1376] saving file wandb-summary.json with policy end
2023-08-01 12:55:07,213 DEBUG   HandlerThread:26296 [handler.py:handle_request():144] handle_request: check_version
2023-08-01 12:55:07,213 DEBUG   SenderThread:26296 [sender.py:send_request():406] send_request: check_version
2023-08-01 12:55:07,559 DEBUG   HandlerThread:26296 [handler.py:handle_request():144] handle_request: run_start
2023-08-01 12:55:07,576 DEBUG   HandlerThread:26296 [system_info.py:__init__():31] System info init
2023-08-01 12:55:07,576 DEBUG   HandlerThread:26296 [system_info.py:__init__():46] System info init done
2023-08-01 12:55:07,576 INFO    HandlerThread:26296 [system_monitor.py:start():181] Starting system monitor
2023-08-01 12:55:07,576 INFO    SystemMonitor:26296 [system_monitor.py:_start():145] Starting system asset monitoring threads
2023-08-01 12:55:07,576 INFO    HandlerThread:26296 [system_monitor.py:probe():201] Collecting system info
2023-08-01 12:55:07,580 INFO    SystemMonitor:26296 [interfaces.py:start():190] Started cpu monitoring
2023-08-01 12:55:07,580 INFO    SystemMonitor:26296 [interfaces.py:start():190] Started disk monitoring
2023-08-01 12:55:07,581 INFO    SystemMonitor:26296 [interfaces.py:start():190] Started gpu monitoring
2023-08-01 12:55:07,585 INFO    SystemMonitor:26296 [interfaces.py:start():190] Started memory monitoring
2023-08-01 12:55:07,590 INFO    SystemMonitor:26296 [interfaces.py:start():190] Started network monitoring
2023-08-01 12:55:07,591 DEBUG   HandlerThread:26296 [system_info.py:probe():195] Probing system
2023-08-01 12:55:07,592 DEBUG   HandlerThread:26296 [system_info.py:_probe_git():180] Probing git
2023-08-01 12:55:07,637 DEBUG   HandlerThread:26296 [system_info.py:_probe_git():188] Probing git done
2023-08-01 12:55:07,637 DEBUG   HandlerThread:26296 [system_info.py:probe():240] Probing system done
2023-08-01 12:55:07,638 DEBUG   HandlerThread:26296 [system_monitor.py:probe():210] {'os': 'Windows-10-10.0.22621-SP0', 'python': '3.11.4', 'heartbeatAt': '2023-08-01T10:55:07.591851', 'startedAt': '2023-08-01T10:55:06.545875', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': 'c:\\Users\\jeroe\\OneDrive - TU Eindhoven\\Documents\\Github\\LearningResourceAllocation_Interval\\LearningResourceAllocation\\scenarios\\train_DRL.py', 'codePath': 'scenarios\\train_DRL.py', 'git': {'remote': 'https://github.com/jeroenmiddelhuis/LearningResourceAllocation.git', 'commit': '4f5c91f3e7728ddacccfad44a4cef03b7e329c32'}, 'email': 'jeroen.middelhuis@live.nl', 'root': 'C:/Users/jeroe/OneDrive - TU Eindhoven/Documents/Github/LearningResourceAllocation_Interval/LearningResourceAllocation', 'host': 'Jeroen', 'username': 'jeroe', 'executable': 'C:\\Users\\jeroe\\anaconda3\\envs\\drl_env\\python.exe', 'cpu_count': 8, 'cpu_count_logical': 16, 'cpu_freq': {'current': 4201.0, 'min': 0.0, 'max': 4201.0}, 'cpu_freq_per_core': [{'current': 4201.0, 'min': 0.0, 'max': 4201.0}], 'disk': {'total': 1862.2353477478027, 'used': 607.2965545654297}, 'gpu': 'NVIDIA GeForce RTX 4070', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 4070', 'memory_total': 12878610432}], 'memory': {'total': 31.15692901611328}}
2023-08-01 12:55:07,638 INFO    HandlerThread:26296 [system_monitor.py:probe():211] Finished collecting system info
2023-08-01 12:55:07,638 INFO    HandlerThread:26296 [system_monitor.py:probe():214] Publishing system info
2023-08-01 12:55:07,638 DEBUG   HandlerThread:26296 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2023-08-01 12:55:07,638 DEBUG   HandlerThread:26296 [system_info.py:_save_pip():67] Saving pip packages done
2023-08-01 12:55:07,638 DEBUG   HandlerThread:26296 [system_info.py:_save_conda():74] Saving list of conda packages installed into the current environment
2023-08-01 12:55:08,213 INFO    Thread-16 :26296 [dir_watcher.py:_on_file_created():272] file/dir created: C:\Users\jeroe\OneDrive - TU Eindhoven\Documents\Github\LearningResourceAllocation_Interval\LearningResourceAllocation\wandb\run-20230801_125506-oii3t9kq\files\conda-environment.yaml
